timestamp,ground_truth,sensor_temp,sensor_baseline,sensor_humidity,sensor_aux
525,22.8208,40.5641,23.3107,23.0622,23.2895
526,22.8163,40.6567,23.6644,23.0263,22.3458
527,22.8131,41.2749,23.5076,23.1165,23.0081
528,22.8112,41.3821,22.5913,23.8395,23.284
529,22.8108,41.0093,22.307,22.2453,23.0032
530,22.8118,41.5853,22.8752,23.0486,22.7308
531,22.8143,40.8178,22.0185,22.3512,22.603
532,22.8184,41.4153,22.9639,23.0962,23.2329
533,22.8242,41.0553,22.7577,22.3648,22.255
534,22.8315,41.2934,22.6218,22.6228,22.4435
535,22.8406,41.5822,22.123,22.693,22.6816
536,22.8514,41.3102,23.0825,23.3393,23.3465
537,22.864,41.5244,22.6243,23.3232,23.0159
538,22.8784,42.0606,22.3519,22.2555,22.4911
539,22.8946,41.5577,21.6021,22.9221,22.7705
540,22.9127,42.1052,22.9003,22.5579,22.667
541,22.9327,41.4723,23.7302,22.3034,22.6488
542,22.9546,42.11,23.7021,22.8461,23.3461
543,22.9784,42.488,22.7727,22.8242,22.4297
544,23.0042,41.1792,22.7332,24.2176,23.6477
545,23.032,41.8281,23.243,23.2485,23.3633
546,23.0618,42.3737,22.6125,22.373,23.4981
547,23.0935,42.1675,23.2293,22.8111,22.9083
548,23.1273,42.4372,23.472,23.638,23.0673
549,23.163,42.1666,23.7151,24.2072,22.5898
550,23.2008,42.4811,23.1557,22.4078,22.9909
551,23.2405,42.471,23.1488,22.3005,23.438
552,23.2822,43.0109,22.8871,24.2177,23.8006
553,23.3259,42.77,22.9538,23.5207,22.883
554,23.3716,42.8797,23.2697,22.9374,23.2254
555,23.4192,42.7,23.5845,23.6865,23.3587
556,23.4687,42.7581,23.8798,22.1508,22.9104
557,23.5202,42.8638,23.1587,23.5219,23.7567
558,23.5735,43.2415,24.2452,23.7374,23.2839
559,23.6287,43.0463,23.5067,24.0908,23.5505
560,23.6857,43.3871,23.6761,23.1787,23.5049
561,23.7445,44.1058,23.4082,23.7873,23.4287
562,23.805,43.7799,22.7141,23.3423,23.8022
563,23.8672,43.4581,24.2651,23.9949,23.781
564,23.9312,44.0916,24.2627,23.4835,23.7824
565,23.9967,43.6289,23.8701,23.7927,23.7053
566,24.0638,43.1605,24.094,23.5659,24.1916
567,24.1325,43.6246,24.3646,24.458,24.7939
568,24.2026,43.4278,23.4995,24.6318,24.2586
569,24.2741,44.0661,24.0361,24.1568,24.6726
570,24.347,44.3035,24.7045,24.3662,23.791
571,24.4213,44.993,23.8568,23.697,24.4844
572,24.4967,44.6311,24.6288,24.3469,24.0578
573,24.5733,44.5517,23.9629,24.5482,23.9826
574,24.6511,45.0314,24.861,25.9615,24.3553
575,24.7299,44.081,24.7138,24.1739,25.2066
576,24.8096,45.0521,24.0828,25.5417,25.1896
577,24.8903,45.3551,25.4144,25.3887,24.9875
578,24.9718,44.6843,24.6413,25.1121,24.3587
579,25.0541,45.7194,24.6895,25.9334,24.9756
580,25.1371,45.5555,25.2273,25.3231,25.2577
581,25.2206,45.4103,25.7375,25.4152,25.2908
582,25.3047,45.8962,24.8476,25.2782,24.5672
583,25.3893,46.589,25.417,26.0011,25.0331
584,25.4742,45.9779,25.6672,26.0224,25.4486
585,25.5594,46.1213,25.8713,25.2466,25.774
586,25.6449,45.9941,25.7243,24.9853,24.7664
587,25.7305,45.978,25.5653,25.629,25.6656
588,25.8161,46.6867,25.4437,25.4161,25.8733
589,25.9017,46.2171,25.9405,25.8699,26.2416
590,25.9872,46.6623,25.5047,26.6059,26.2644
591,26.0725,46.5903,24.7579,25.8439,26.3055
592,26.1576,47.0452,26.354,26.1362,25.8376
593,26.2423,47.114,26.649,26.2713,25.4791
594,26.3265,47.4796,25.2632,26.7507,26.1693
595,26.4103,47.0568,25.9559,25.2868,26.8109
596,26.4934,47.259,26.772,26.1901,27.0508
597,26.5759,47.1283,27.5018,26.6815,26.8601
598,26.6576,47.4321,26.667,27.2577,26.8294
599,26.7385,47.8356,26.4109,26.4926,26.8904
600,26.8185,48.0835,26.7362,25.8803,26.5961
601,26.8976,47.6098,27.5163,27.2074,26.8456
602,26.9756,48.3499,26.6849,26.6579,27.6432
603,27.0524,48.6319,26.6928,26.4576,26.6754
604,27.1281,48.4128,26.9109,26.8159,27.774
605,27.2025,49.0344,26.7735,27.1102,27.0737
606,27.2756,48.2148,27.3308,26.9732,27.8058
607,27.3473,48.1566,28.0784,26.2445,26.7845
608,27.4175,48.075,27.5629,27.866,27.6519
609,27.4862,49.3248,27.3727,28.1237,27.1915
610,27.5534,49.1324,27.4221,27.8791,26.9873
611,27.6189,48.9844,26.9154,27.05,27.7063
612,27.6827,49.2007,28.0801,27.582,28.0865
613,27.7448,48.8059,27.7098,27.7415,27.4068
614,27.8051,50.1511,27.7239,28.1045,27.2055
615,27.8635,49.4338,29.3004,28.1977,27.8268
616,27.9201,49.5184,28.0546,27.553,27.8852
617,27.9748,49.8238,27.6365,28.0158,28.1941
618,28.0275,49.8258,27.8356,28.2561,28.4073
619,28.0782,49.8216,28.595,28.8061,28.0544
620,28.1269,49.5502,28.1778,28.4791,28.8691
621,28.1735,50.0735,27.5263,28.568,28.2632
622,28.218,50.6467,28.6317,28.2599,28.0794
623,28.2604,50.5363,27.9598,28.9657,27.6158
624,28.3007,50.6983,29.1437,28.5056,28.1956
625,28.3388,50.0349,28.8249,27.9083,28.2043
626,28.3748,49.9384,28.1735,29.0765,28.7589
627,28.4086,50.3095,28.985,28.7575,28.5936
628,28.4402,50.4397,28.4707,28.2186,27.9684
629,28.4695,50.8675,28.8533,28.2298,28.5384
630,28.4967,49.9544,28.7149,28.645,28.7654
631,28.5217,51.1421,28.1409,28.7533,29.1329
632,28.5445,50.6092,28.2549,28.6432,28.8995
633,28.5651,50.5707,29.0286,28.7208,28.8695
634,28.5836,50.4193,28.4329,29.4335,28.6076
635,28.5998,50.2456,28.4182,29.1356,28.7551
636,28.6139,51.162,28.1841,28.7092,29.1137
637,28.6259,50.9466,28.8165,29.0965,28.0928
638,28.6358,50.5143,29.5639,28.1195,28.496
639,28.6435,50.5552,28.1631,28.8425,28.3345
640,28.6492,50.9317,28.6601,29.5539,28.8009
641,28.6529,51.6721,29.2884,28.5439,29.145
642,28.6546,51.0337,28.6187,28.2308,28.4158
643,28.6543,50.6332,28.8578,28.3282,27.6982
644,28.6521,51.1061,28.174,28.1072,28.4872
645,28.648,51.1275,28.8407,28.2556,29.0133
646,28.642,50.3081,28.5578,28.4568,28.8571
647,28.6343,51.2603,29.0779,27.9315,28.8055
648,28.6248,51.224,29.1591,28.6326,28.5128
649,28.6136,51.5723,29.7789,29.0647,28.102
650,28.6008,51.9979,28.8616,28.1469,28.8069
651,28.5863,51.7656,28.733,29.346,28.2526
652,28.5704,51.2963,28.6579,28.8258,29.444
653,28.553,51.0207,28.394,29.0682,28.7812
654,28.5341,52.3248,28.6864,28.2052,28.3019
655,28.5139,51.4596,28.381,28.9412,28.2694
656,28.4924,51.4573,28.5682,27.9465,28.4552
657,28.4697,51.4563,29.0626,28.9148,28.3739
658,28.4458,51.5452,27.9929,28.5318,28.8926
659,28.4209,51.4354,28.9338,28.6975,28.4955
660,28.3949,51.2941,28.9876,27.8071,28.1023
661,28.368,51.3116,28.3149,27.9205,29.1242
662,28.3402,51.4987,27.3854,28.6388,28.3599
663,28.3116,51.3264,28.0381,27.8374,28.6191
664,28.2822,51.2728,28.8659,28.5139,28.039
665,28.2523,51.5645,28.242,27.5687,28.3975
666,28.2217,51.4424,27.772,28.6458,28.3461
667,28.1906,52.062,27.9634,27.5743,27.4347
668,28.1591,50.6112,28.5373,28.4352,28.9652
669,28.1272,51.9242,28.3732,28.44,28.6434
670,28.095,51.9811,27.9875,27.7466,27.9361
671,28.0626,50.8219,27.8975,28.3536,27.6217
672,28.0301,51.4301,27.8538,28.1603,28.1691
673,27.9975,51.4225,27.5824,27.7281,28.0322
674,27.9649,51.0623,28.6918,27.4606,28.1072
675,27.9324,51.2852,27.7874,26.9511,28.0091
676,27.9001,51.1714,28.4478,28.0749,28.1026
677,27.868,52.1763,28.5526,27.0856,28.4469
678,27.8362,51.8937,28.2854,27.8838,28.0634
679,27.8047,52.0148,27.6105,27.673,27.3849
680,27.7737,51.8263,27.9554,28.1133,28.3187
681,27.7432,51.183,27.7323,27.5922,28.3995
682,27.7133,51.3997,27.3066,27.5485,28.9741
683,27.684,51.7602,27.8299,28.0499,27.2346
684,27.6553,51.1676,27.1248,27.8229,27.7525
685,27.6275,51.852,28.1619,27.7855,26.7946
686,27.6004,51.5263,27.3913,27.8351,27.8217
687,27.5742,51.488,27.6648,26.8064,27.355
688,27.549,51.8778,27.6765,27.9274,28.3184
689,27.5247,51.7952,27.4082,27.8309,27.2148
690,27.5014,51.5251,27.7654,26.9931,26.8258
691,27.4792,52.07,27.2655,27.3572,27.2907
692,27.4582,51.2998,27.8503,27.4385,26.668
693,27.4383,51.9089,26.8326,27.371,27.7387
694,27.4196,51.9172,27.4765,27.5865,26.5936
695,27.4021,51.6188,28.2747,28.1178,27.4135
696,27.386,51.8601,26.9358,27.9269,26.5549
697,27.3711,51.3282,27.0661,26.715,27.243
698,27.3576,52.111,27.5889,27.6686,28.015
699,27.3455,51.7457,27.4263,28.0099,27.4897
700,27.3347,51.6518,27.4925,98.9046,26.9893
701,27.3254,52.2275,27.5455,98.957,27.3129
702,27.3175,51.641,27.6031,98.9793,27.3247
703,27.311,51.4231,27.8104,99.0944,27.5001
704,27.3061,51.4012,27.4905,99.0278,26.7593
705,27.3026,52.1897,27.194,98.9332,27.5396
706,27.3005,51.5624,27.6032,99.0243,26.2188
707,27.3,52.6592,28.155,98.9226,27.0481
708,27.301,51.3523,27.2413,99.0541,27.1057
709,27.3034,52.7122,26.8649,98.9764,27.5567
710,27.3073,52.2312,27.8055,98.9953,27.3164
711,27.3127,52.1639,27.2586,99.0663,26.7505
712,27.3196,52.0489,26.3419,98.9356,26.9256
713,27.3279,52.4226,27.7092,98.9301,27.4074
714,27.3376,52.3144,27.0967,98.9708,27.306
715,27.3488,52.7599,27.308,99.0519,27.1171
716,27.3613,52.4613,27.5107,98.924,27.169
717,27.3752,52.5228,27.4609,98.8584,27.6537
718,27.3904,52.3932,27.7097,98.9774,27.1833
719,27.407,52.552,27.211,99.0276,27.3717
720,27.4248,52.7325,27.6557,99.06,28.2927
721,27.4438,52.0802,27.327,98.9768,26.8743
722,27.464,52.2622,27.7965,98.9794,26.7233
723,27.4854,53.0506,27.7623,99.0577,27.7989
724,27.5079,52.9077,27.087,98.9065,27.2365
725,27.5315,52.8421,28.0202,98.9806,27.4042
726,27.556,52.9725,27.3148,99.0095,27.2436
727,27.5816,53.1482,27.9452,99.0225,27.4776
728,27.608,52.8991,27.7733,98.9745,28.2474
729,27.6353,52.8779,28.4625,99.0017,27.9561
730,27.6634,53.2819,27.5628,98.8756,28.0083
731,27.6922,52.9348,27.535,98.9671,27.1257
732,27.7217,53.4846,27.713,99.0227,27.2612
733,27.7518,52.8109,27.6154,98.9509,26.6162
734,27.7825,53.8327,28.1424,99.0029,27.4587
735,27.8136,53.704,27.0863,99.0223,28.1963
736,27.8452,53.6948,27.371,98.9829,28.0519
737,27.8771,54.016,27.3965,99.0085,27.7885
738,27.9092,54.3222,28.3369,98.9519,27.9003
739,27.9416,54.1617,28.7114,98.9897,27.6661
740,27.9741,53.2298,27.9271,99.0305,28.0561
741,28.0067,53.4939,27.9308,99.0078,28.3131
742,28.0393,53.7906,28.0708,98.9707,27.393
743,28.0718,54.0859,28.5946,99.0112,28.1917
744,28.1041,54.3253,27.6868,99.0357,28.4771
745,28.1362,53.9572,28.2435,98.8975,27.9702
746,28.168,54.3434,28.6069,99.058,28.4483
747,28.1994,54.0801,28.4249,98.9832,29.3253
748,28.2304,54.1964,28.3157,99.0213,28.1887
749,28.2608,53.9835,28.7113,99.0599,28.4181
750,28.2906,54.2175,27.0742,98.9314,27.9954
751,28.3198,54.1317,28.6248,98.9645,28.3923
752,28.3482,54.3266,28.0538,98.9856,28.5323
753,28.3757,55.0995,27.5519,98.9608,28.4536
754,28.4024,54.4601,28.6324,99.0867,27.9945
755,28.4281,55.7744,29.0462,98.9572,28.5106
756,28.4527,55.0854,28.3909,98.9722,29.0376
757,28.4763,55.036,28.9051,99.0102,28.6557
758,28.4986,54.7282,29.2242,98.9399,28.8834
759,28.5198,55.3299,29.1115,98.9802,28.425
760,28.5396,54.9381,29.2776,99.0159,28.8396
761,28.558,55.2357,28.892,98.9834,28.6697
762,28.5751,56.1411,28.609,98.9953,28.1947
763,28.5906,55.262,27.8697,98.9735,28.718
764,28.6046,55.7468,28.4938,98.9243,28.2079
765,28.6169,55.1458,28.2375,99.0161,28.3638
766,28.6276,55.4254,29.6046,99.0877,28.7034
767,28.6366,56.1014,28.5575,99.0009,28.7555
768,28.6439,55.3044,28.6993,99.0113,28.1682
769,28.6493,56.1987,28.8975,99.0346,29.0709
770,28.6529,55.8506,28.6725,98.9365,28.8817
771,28.6546,55.4427,29.4173,99.0851,28.3727
772,28.6543,55.8956,28.3741,99.0101,28.0393
773,28.6521,56.0475,28.7396,99.0816,28.5941
774,28.6478,55.9554,28.3137,98.9633,28.4694
775,28.6415,55.2169,28.0475,99.0909,28.6868
776,28.6332,55.5387,28.3579,99.0388,28.4879
777,28.6227,55.7311,28.6061,99.0277,27.8197
778,28.6101,55.8141,28.417,99.0117,28.4548
779,28.5954,56.0777,28.2838,98.9876,28.4732
780,28.5786,55.9408,27.9457,99.06,28.832
781,28.5595,55.4271,28.5221,99.007,28.2802
782,28.5383,56.0414,27.8612,98.9016,29.2098
783,28.5149,56.1336,28.8569,98.9441,27.7502
784,28.4893,56.1252,28.5264,98.9907,29.0137
785,28.4614,56.3147,27.8055,99.0155,28.3717
786,28.4314,56.2333,28.2923,98.9972,28.7753
787,28.3992,56.1049,28.0608,99.0609,28.4311
788,28.3648,55.9203,28.5085,98.9024,28.8206
789,28.3283,55.3619,28.9315,99.0072,28.1733
790,28.2895,56.0899,27.4457,98.9091,27.8501
791,28.2486,56.0063,28.3004,99.038,28.8168
792,28.2056,56.0207,28.1336,98.9953,28.1602
793,28.1605,55.4686,28.4626,99.021,28.2491
794,28.1133,55.5249,28.2092,98.9568,28.6072
795,28.064,56.2576,27.7257,99.064,27.6513
796,28.0128,55.8589,27.8692,99.0521,28.251
797,27.9595,56.093,27.6013,99.0292,27.7235
798,27.9043,55.8442,28.3885,98.9935,27.8514
799,27.8472,55.8226,27.8568,99.029,27.8761
800,27.7882,56.1166,28.6437,98.9647,27.1881
801,27.7274,55.5818,27.7001,99.0428,27.4158
802,27.6648,55.7684,27.346,99.0825,28.2052
803,27.6005,55.5437,26.9193,99.0535,27.955
804,27.5345,55.5224,26.7231,98.9635,27.5095
805,27.4669,55.5337,26.7541,99.0181,27.5642
806,27.3978,55.6855,27.518,98.9353,27.2801
807,27.3271,55.4045,27.556,99.0286,27.8697
808,27.255,55.9745,26.5435,99.0225,27.1749
809,27.1816,55.1834,27.5843,98.9065,27.2743
810,27.1068,55.3914,26.8894,98.9419,27.5652
811,27.0308,55.2619,27.0968,98.9858,26.7198
812,26.9536,55.88,27.6791,98.985,27.5771
813,26.8753,55.3991,27.2789,98.9395,26.2631
814,26.796,55.6471,26.6751,99.0194,27.4478
815,26.7157,54.7208,26.3147,99.0126,26.5666
816,26.6346,55.288,25.6662,98.9903,26.5375
817,26.5526,55.459,26.229,98.9622,25.7966
818,26.4699,55.1287,26.3749,99.0524,26.288
819,26.3866,55.4245,25.9424,99.0828,25.9707
820,26.3027,54.8216,26.2436,98.9758,26.0596
821,26.2183,55.4466,26.2529,98.9694,26.1634
822,26.1335,55.7081,26.0323,99.0246,26.5166
823,26.0484,54.7264,25.7559,98.9821,26.1314
824,25.963,54.6471,26.0389,98.993,26.0861
825,25.8775,55.2611,26.0763,99.037,25.4393
826,25.7918,55.2547,25.3012,98.9045,25.4395
827,25.7062,54.4682,26.3411,99.0659,26.4257
828,25.6207,54.4536,25.5763,99.0036,25.3266
829,25.5353,54.4516,25.5437,98.9794,26.1977
830,25.4501,54.0296,25.7688,98.9955,25.3529
831,25.3653,54.1287,25.4702,98.9981,25.3662
832,25.2808,54.0494,25.7098,98.9134,25.709
833,25.1969,54.0832,25.3261,99.0747,25.7056
834,25.1135,54.2913,24.8379,99.0021,25.0692
835,25.0307,54.3377,25.1934,99.0222,24.8754
836,24.9487,54.7513,24.434,99.0476,24.9263
837,24.8674,53.8129,24.9162,98.9489,25.0026
838,24.7869,54.4615,24.772,99.0237,25.1435
839,24.7075,53.9976,24.6138,98.9866,24.7091
840,24.6289,54.0116,24.5711,99.0423,24.8765
841,24.5515,54.2227,23.7047,98.8936,25.2069
842,24.4752,53.5523,24.2283,98.995,24.6277
843,24.4001,54.0389,24.4419,98.9699,24.5248
844,24.3263,53.9245,24.3982,99.0216,23.7187
845,24.2537,54.0011,23.7913,99.0235,23.2014
846,24.1826,53.8938,24.7522,98.9646,24.3379
847,24.1129,54.6172,23.7231,98.9644,24.0749
848,24.0447,53.5014,24.4809,98.9945,23.8387
849,23.978,53.5071,24.1702,98.9552,24.0754
850,23.9129,53.4448,23.6221,99.0421,23.8887
851,23.8494,53.44,24.6483,98.9815,24.3005
852,23.7877,53.3846,23.2505,98.8547,23.8221
853,23.7276,53.9988,24.1412,98.9813,23.4289
854,23.6693,54.0565,24.1196,98.9481,24.0654
855,23.6128,53.3381,23.3111,98.9184,23.526
856,23.5582,53.2269,24.1848,98.9381,23.7688
857,23.5054,53.6654,23.3929,99.0055,23.3144
858,23.4545,53.2912,23.5844,99.0664,23.1946
859,23.4055,53.692,23.5226,99.0157,23.4392
860,23.3584,53.5295,23.298,98.9697,23.3636
861,23.3133,52.9178,23.6782,99.0228,23.5053
862,23.2702,53.9818,23.6273,98.977,23.1627
863,23.229,54.0626,22.4422,98.9653,22.4945
864,23.1899,53.2154,23.7768,98.9423,23.0168
865,23.1527,53.292,22.4046,98.9124,23.4702
866,23.1175,53.5276,23.5822,98.9805,22.9986
867,23.0843,53.5464,23.5913,99.0079,22.9858
868,23.0531,53.6636,22.5622,98.9952,23.4477
869,23.0239,54.1425,22.8391,98.9792,22.7392
870,22.9967,53.3848,22.4992,98.9527,22.3796
871,22.9715,53.1771,22.8748,99.0304,22.9072
872,22.9482,52.9854,22.8096,98.9341,22.7545
873,22.9268,53.226,23.2777,99.0388,22.5403
874,22.9074,53.4858,23.497,98.9499,22.8372
875,22.8898,54.1429,23.5179,98.9624,23.0864
876,22.8741,53.3529,22.6211,98.9267,22.8704
877,22.8602,53.6336,22.7661,98.9749,22.983
878,22.8482,53.5724,22.0906,99.0488,23.5735
879,22.8378,54.0188,22.4752,99.0258,22.7007
880,22.8293,54.5137,23.2634,99.0489,22.9406
881,22.8224,53.4716,23.5494,99.0261,22.6187
882,22.8171,53.5158,22.2617,98.9448,22.4786
883,22.8135,54.0839,22.5469,98.9835,22.5795
884,22.8114,53.99,22.7995,98.961,22.6199
885,22.8108,54.4321,22.9368,99.0665,22.9546
886,22.8116,54.026,22.4473,98.9402,23.7513
887,22.8139,53.7331,23.0047,99.0447,22.5274
888,22.8175,54.1042,22.6042,99.0446,22.6508
889,22.8223,54.3254,22.8158,99.0915,22.7971
890,22.8284,54.2656,23.0742,98.9795,22.9867
891,22.8357,54.1982,22.8385,99.0356,22.9411
892,22.844,54.4373,22.6476,99.1141,23.3576
893,22.8534,54.5176,22.8041,98.9691,21.8828
894,22.8637,54.6375,22.824,98.9232,21.909
895,22.875,54.427,22.7085,98.906,22.6766
896,22.8871,54.1886,22.7706,99.0356,23.326
897,22.8999,54.3463,23.6193,98.9058,22.2737
898,22.9135,54.7658,23.1659,98.9814,21.7104
899,22.9276,54.1067,22.7947,99.0219,23.1561
900,22.9424,54.5714,23.256,99.0093,23.0398
901,22.9576,54.3549,22.8074,99.0213,22.5215
902,22.9732,54.5532,23.5011,99.0111,22.579
903,22.9891,55.0416,23.1555,99.0639,22.6012
904,23.0053,54.7122,22.9571,98.9524,23.0496
905,23.0217,54.713,23.2232,98.9662,22.7712
906,23.0383,54.2723,22.3314,98.9614,23.2359
907,23.0548,55.061,22.5478,99.0415,21.913
908,23.0714,55.0773,22.5341,99.045,22.7286
909,23.0878,55.6599,23.1521,99.0226,22.6374
910,23.1041,54.8463,23.8837,99.0592,23.0015
911,23.1201,55.0818,24.1242,98.9411,22.9049
912,23.1358,55.1431,23.4229,99.0834,23.4549
913,23.1511,55.6582,23.3765,99.0762,22.4074
914,23.166,55.1227,22.3555,99.0368,23.1842
915,23.1804,55.303,22.9362,99.0891,23.4037
916,23.1942,55.4669,22.8397,98.9172,23.9368
917,23.2073,55.3676,22.9279,98.9738,23.0146
918,23.2198,55.1935,23.1441,98.9632,23.3495
919,23.2314,55.4644,23.019,99.0361,22.5099
920,23.2423,55.818,22.3516,98.9475,22.2855
921,23.2522,55.1279,23.5888,99.0379,23.5901
922,23.2612,55.5778,22.7785,99.0685,23.259
923,23.2692,55.3292,23.3769,99.0348,23.7407
924,23.2762,56.0345,24.2096,99.0142,22.7269
925,23.2821,55.124,22.8684,98.9506,23.4901
926,23.2868,55.5012,22.1482,98.9577,24.0344
927,23.2904,55.8674,23.1617,99.0625,23.4583
928,23.2927,56.3206,23.7881,99.039,23.4033
929,23.2937,55.7857,24.175,98.998,23.2971
930,23.2935,55.6491,22.7402,98.9791,22.6651
931,23.2918,56.5352,23.5154,98.8987,23.8341
932,23.2888,55.402,23.0795,98.9465,23.0445
933,23.2844,55.1699,23.2368,99.0956,23.4862
934,23.2786,56.1226,24.4686,98.936,22.6534
935,23.2713,55.8206,22.595,99.0095,22.7995
936,23.2625,55.6651,23.3767,99.0504,23.8366
937,23.2523,56.2952,23.4627,98.9373,23.1134
938,23.2405,56.1558,23.7291,99.0092,23.8218
939,23.2272,55.8948,23.2713,99.0469,23.1959
940,23.2123,55.6642,23.351,99.0006,22.4756
941,23.196,56.4363,23.0197,99.1434,23.5528
942,23.178,56.3756,23.2991,98.9166,22.9421
943,23.1585,56.1288,23.0041,99.0529,23.438
944,23.1375,56.8238,23.4172,98.9914,23.1476
945,23.115,55.8154,22.9486,99.0386,22.4977
946,23.0909,55.6669,23.2606,99.0221,23.1566
947,23.0653,55.9681,23.0521,98.9633,23.9438
948,23.0382,56.2022,23.5449,99.0114,23.2353
949,23.0096,56.3097,22.9864,98.9071,22.9865
950,22.9795,56.1451,22.1816,99.0302,23.4096
951,22.948,56.3562,23.5158,99.0149,23.0322
952,22.9151,55.797,22.5075,99.0319,22.9989
953,22.8807,56.7411,22.5865,99.0529,22.4441
954,22.8451,56.2063,22.577,99.0184,22.9386
955,22.8081,56.6241,23.4266,99.0074,23.2223
956,22.7698,56.3498,21.8088,98.9559,22.4354
957,22.7303,56.3852,24.1423,98.9644,23.3001
958,22.6896,56.419,23.1648,99.0593,22.6529
959,22.6477,56.3694,22.7482,99.0718,22.2926
960,22.6047,56.4297,22.58,98.9881,23.0038
961,22.5607,56.6609,22.6892,99.0023,22.446
962,22.5157,56.2544,22.7502,98.9548,22.8195
963,22.4697,56.4228,22.76,99.0586,22.353
964,22.4228,56.1314,22.6728,99.0333,22.3988
965,22.375,56.6541,22.4154,99.0971,22.5725
966,22.3265,55.8998,22.2377,98.9561,22.4429
967,22.2773,56.7527,22.2093,98.9811,21.4791
968,22.2275,56.0934,22.1398,99.0116,21.779
969,22.177,55.5912,22.6872,99.0323,22.5488
970,22.126,56.1209,22.3932,98.9892,22.0732
971,22.0746,55.8213,20.7515,98.9564,21.8651
972,22.0228,56.3371,22.318,99.0441,21.4794
973,21.9708,55.7973,22.0584,99.0361,21.5389
974,21.9184,55.8523,21.91,98.9542,21.1097
975,21.8659,55.3296,21.6911,99.0678,21.8254
976,21.8134,55.8151,22.3192,99.0585,21.574
977,21.7608,55.1074,22.1872,99.0067,21.3741
978,21.7083,55.3839,21.3605,99.004,21.681
979,21.6559,56.187,21.8391,99.0277,21.8015
980,21.6037,56.1788,21.1665,98.9569,22.441
981,21.5519,56.0358,20.931,99.0015,20.9471
982,21.5004,55.5319,21.2183,98.8924,21.9641
983,21.4493,55.8376,21.8374,99.0438,21.8386
984,21.3988,55.8376,21.8277,98.9219,21.0872
985,21.3489,55.4185,21.5798,99.0752,21.4302
986,21.2997,56.3359,21.626,98.9835,21.1166
987,21.2512,56.1033,21.4835,98.9894,21.3255
988,21.2036,55.7062,20.9149,98.9686,21.8072
989,21.1568,55.7812,21.3512,98.9856,21.3991
990,21.1111,55.834,21.4713,99.0709,21.3145
991,21.0664,55.0368,21.4058,98.8756,20.8943
992,21.0228,55.6563,21.5578,99.0638,20.4292
993,20.9804,55.4967,21.2992,99.0169,20.897
994,20.9393,55.3788,21.0975,98.9396,21.422
995,20.8996,55.6262,21.3811,98.9462,20.2887
996,20.8612,56.3504,20.8493,99.0838,20.4392
997,20.8243,55.9436,20.4274,98.9527,20.8748
998,20.7889,55.519,20.7155,98.9423,20.3951
999,20.7551,55.9205,20.4199,99.0569,20.4381
